index,mean,variance
98,3693960.9696969697,17311222930575.709
99,3779602.9,17869816115496.035
100,3780427.0297029703,17691186552507.574
101,3750079.0196078434,17609968464718.32
102,3718278.3106796117,17541484079163.045
103,3691226.730769231,17447284357958.922
104,3688294.495238095,17280424798910.219
105,3725618.320754717,17263514527461.576
106,3812131.570093458,17901497210155.63
107,3799115.0185185187,17752492004320.715
108,3764260.770642202,17720532305212.367
109,3777057.9272727272,17575973008299.742
110,3743030.414414414,17544715186573.832
111,3740643.1071428573,17387293003830.48
112,3809313.3982300884,17764913119510.855
113,3806946.736842105,17608340022802.504
114,3909104.295652174,18654040084329.215
115,3883411.775862069,18568403286604.79
116,3850220.2393162395,18537227181976.844
117,4003232.9491525423,21141510288645.59
118,3980170.067226891,21025640633419.66
119,3961855.316666667,20889206188246.625
120,3953387.619834711,20723805398657.426
121,3936814.9344262294,20586042055661.37
122,3936170.3089430896,20417355117692.47
123,3968995.8870967743,20384972664697.39
124,3937243.936,20346601023659.547
125,3905995.984126984,20306858961998.82
126,3878481.7637795275,20241836519490.074
127,3878902.25,20082474611475.215
128,3868009.7364341086,19940885722453.09
129,3847777.0,19839522484046.28
130,3818404.7328244275,19799928412983.89
131,3871303.106060606,20018151322898.223
132,3969960.135338346,21161015515006.984
133,3941125.029850746,21113326218531.355
134,3921460.3703703703,21007968424956.85
135,3899418.9852941176,20918425725258.08
136,3870956.0875912406,20875602478149.17
137,3847321.3188405796,20800312934282.543
138,3863636.5323741008,20686585909739.227
139,3909501.0142857144,20832258648819.254
140,3905787.631205674,20685401080487.47
141,3884669.676056338,20602023568501.32
142,3900750.6153846155,20493918210667.91
143,3892484.763888889,20360442796643.31
144,3869614.331034483,20294894054125.17
145,3877204.5616438356,20163340561247.66
146,3850829.088435374,20127498330194.98
147,3851085.5675675673,19990586308515.41
148,3830053.0738255032,19921427282562.31
149,3812551.1733333333,19833673906442.598
150,3787302.5165562914,19797711108758.754
151,3769661.5921052634,19713903175918.332
152,3785457.895424837,19622383493878.1
153,3766278.4285714286,19550781821481.367
154,3741979.870967742,19515343777521.496
155,3739626.1153846155,19390302599589.387
156,3728805.8089171974,19284387196085.227
157,3756128.329113924,19279506881754.7
158,3796429.1949685533,19415726092693.176
159,3772819.775,19382799361633.72
160,3757209.5900621116,19300889003304.51
161,3734016.962962963,19268147173332.492
162,3712966.5521472394,19221436519918.44
163,3719273.06097561,19110036213274.137
164,3710770.933333333,19005438821001.105
165,3772112.493975904,19514876995601.047
166,3755537.1017964073,19443199681153.535
167,3733182.726190476,19410725978024.223
168,3733284.3905325443,19295187689163.645
169,3711323.9176470586,19262999583733.945
170,3695562.8187134503,19192166314447.43
171,3697780.4418604653,19080777294336.28
172,3679190.7861271678,19029627069573.9
173,3758670.1494252873,20018781864348.863
174,3737192.0457142857,19984460458192.695
175,3759945.5681818184,19961382751392.504
176,3777614.0903954804,19903221075808.41
177,3760484.2921348317,19843004037053.117
178,3782103.4525139667,19815188955377.434
179,3798293.922222222,19751673211425.766
180,3783795.8121546963,19679987023975.457
181,3768104.087912088,19616071712064.75
182,3747513.3661202188,19585879040037.754
183,3756104.9891304346,19492434520031.523
184,3774147.4918918917,19446720778491.9
185,3753856.3870967743,19418184950566.43
186,3746815.7647058824,19323055764748.94
187,3726885.904255319,19294397391204.426
188,3707711.904761905,19261252004339.336
189,3688197.642105263,19231693843009.15
190,3680794.9738219897,19140941105793.18
191,3705642.2291666665,19159264885301.355
192,3724390.1761658033,19127313752076.785
193,3737995.1958762887,19064117232371.957
194,3755122.7384615387,19023052366271.125
195,3743272.714285714,18953021173873.953
196,3726070.659898477,18914616489255.016
197,3707252.131313131,18888722337170.93
198,3689906.1708542714,18853200336113.29
199,3708713.48,18829203611392.414
200,3697778.3184079602,18759092722903.3
201,3752617.6435643565,19273248923275.375
202,3777952.3645320195,19308131961454.223
203,3782711.598039216,19217638672834.695
204,3848072.5268292683,19999205019214.504
205,3850258.9029126214,19902632651077.64
206,3836738.8985507246,19843855566685.227
207,3833749.3653846155,19749850490309.86
208,3815406.076555024,19725222821252.457
209,3814121.3619047618,19631190367955.285
210,3831141.0142180095,19598828576246.527
211,3822295.566037736,19522530426901.31
212,3808939.3896713615,19468439545465.87
213,3848866.5981308413,19718193363567.754
214,3925239.665116279,20880114025647.664
215,3930962.453703704,20790071283016.777
216,3912847.4285714286,20765030400415.633
217,3962397.871559633,21204582731353.273
218,3945639.105022831,21168821523255.668
219,3949429.672727273,21075321286536.184
220,3938202.9502262445,21007379056480.816
221,3968551.378378378,21116791056920.35
222,3950755.2107623317,21092295275229.285
223,3978225.9375,21166750536842.883
224,3960544.942222222,21142595073456.285
225,3943020.4159292034,21118034623166.527
226,3930927.303964758,21057789234126.08
227,3933293.8421052634,20966300557417.98
228,3934869.7030567685,20874911783174.926
229,3947949.791304348,20823105366130.887
230,3932574.4415584416,20787178844144.445
231,3928523.456896552,20700998287541.918
232,3913615.381974249,20663554259255.473
233,3899568.0427350425,20621044168117.027
234,3899792.144680851,20532931849835.758
235,3912476.36440678,20483527577244.48
236,3910435.9493670887,20397719669433.934
237,3953412.756302521,20751240754093.773
238,3936871.288702929,20729445882824.953
239,3928075.25,20661280670880.438
240,3911776.215767635,20639215703993.223
241,3895611.876033058,20616806987537.793
242,3879580.576131687,20594065196330.145
243,3879732.7213114756,20509321604989.074
244,3866703.6326530613,20466857510308.176
245,3853619.4065040653,20425433771972.395
246,3879390.2024291498,20506444632272.4
247,3871580.35483871,20438549031634.465
248,3856031.8473895583,20416332792364.832
249,3851752.96,20338916707300.953
250,3856818.055776892,20264000494474.254
251,3841513.238095238,20242295260730.855
252,3846462.7351778657,20168166565142.742
253,3836887.094488189,20111740486995.65
254,3893916.8549019606,20861920767415.5
255,3885362.3515625,20798843272436.156
256,3884960.949416342,20717639199689.72
257,3896974.4573643412,20674261505879.65
258,3895310.7027027025,20594845641954.93
259,3884775.2538461536,20544187740892.89
260,3874008.6053639846,20495426941996.723
261,3873079.564885496,20417126538436.27
262,3860262.0,20382406836552.305
263,3850516.9015151514,20329978464128.504
264,3838200.3698113207,20293170662547.24
265,3823771.052631579,20271975241723.832
266,3813547.9325842694,20223669561479.227
267,3814317.8208955224,20148084331831.785
268,3839511.4721189593,20243644609352.6
269,3933639.288888889,22560601815197.055
270,3925087.158671587,22496864681066.08
271,3911083.6397058824,22467189224061.35
272,3900697.663003663,22414037367470.89
273,3899112.6204379564,22332623053113.363
274,3895214.0290909093,22255296858546.953
275,3916158.231884058,22295438564390.844
276,3902020.483754513,22270023620324.508
277,3889589.7194244605,22232584067847.766
278,3875648.5448028673,22206836165465.203
279,3876768.285714286,22127592840125.34
280,3862971.964412811,22102050836127.613
281,3883499.7375886524,22142227681925.242
282,3885355.4982332154,22064683752908.36
283,3871674.6901408453,22039871393366.504
284,3889883.8807017542,22056764979355.746
285,3877783.2937062937,22021250144344.973
286,3905742.494773519,22168605523497.023
287,3892180.8958333335,22144331081695.15
288,3894413.0865051905,22068881036348.547
289,3887270.5310344826,22007312794797.29
290,3884691.4226804124,21933361183069.484
291,3912224.184931507,22079340283045.117
292,3905351.3720136518,22017566122312.914
293,3895849.1428571427,21968966798974.14
294,3882642.881355932,21945691998244.2
295,3908066.2364864866,22062618529862.87
296,3894907.777777778,22039506732021.043
297,3927780.1275167787,22287315869101.465
298,3932172.8294314384,22218295671737.215
299,3919065.6,22195526829571.344
300,3906045.46179402,22172568463809.19
301,3911401.357615894,22107568502913.543
302,3908173.7689768975,22037521084210.637
303,3906708.7302631577,21965442478407.03
304,3918001.71147541,21932084817933.656
305,3910391.581699346,21877898050134.566
306,3897654.1563517917,21856209946654.67
307,3891869.8311688313,21795322273068.168
308,3899235.825242718,21741323921141.28
309,3901756.6,21672933484218.684
310,3892423.909967846,21630108616666.395
311,3884086.262820513,21582247532493.836
312,3899267.980830671,21585215330021.99
313,3886849.9363057325,21564674239289.324
314,3892814.0253968253,21507201595781.02
315,3886560.6835443038,21451281719164.766
316,3874300.2460567825,21431048826037.19
317,3863791.8427672954,21398558633401.25
318,3851679.6551724137,21378066491694.76
319,3839643.1625,21357411299148.637
320,3840980.436137072,21291243433389.305
321,3829215.204968944,21269487026175.613
322,3820798.278637771,21226315540224.105
323,3826523.9320987654,21171221119888.7
324,3814750.0184615385,21150930983586.8
325,3804533.8466257667,21119875870379.824
326,3792899.1926605506,21099355386607.05
327,3797288.048780488,21041149319055.652
328,3820643.5927051674,21156462864704.523
329,3812010.812121212,21116750723654.68
330,3814694.9607250756,21055145310330.477
331,3807325.686746988,21009564257479.22
332,3801507.5255255257,20957554820426.22
333,3802047.5329341316,20894716617437.33
334,3794158.232835821,20853008339422.4
335,3798809.160714286,20798028613058.477
336,3789992.522255193,20762325777699.844
337,3782869.319526627,20717866628179.03
338,3795796.0648967554,20713218317629.992
339,3784631.964705882,20694494003884.36
340,3779187.3900293256,20643736242201.742
341,3773210.543859649,20595414586268.71
342,3762209.9358600583,20576701663874.25
343,3754506.4360465114,20537125584840.355
344,3757059.704347826,20479673755134.176
345,3760127.3352601156,20423568366288.145
346,3758087.2910662824,20365984849818.855
347,3751252.5344827585,20323549687177.52
348,3742257.375358166,20293387280128.49
349,3735607.6742857145,20250716522161.688
350,3760765.002849003,20415002136433.25
351,3750081.022727273,20397019632981.168
352,3760140.4815864023,20374794582004.477
353,3791761.5649717515,20671037708902.91
354,3781080.557746479,20653144736961.3
355,3774860.6235955055,20608739643242.727
356,3764286.7899159663,20590764652393.406
357,3783619.4972067038,20666891218967.72
358,3773080.1727019497,20649039245150.95
359,3763077.355555556,20627541316294.508
360,3757237.811634349,20582552789043.895
361,3749397.3204419888,20547790742730.56
362,3742037.7685950412,20510690060079.902
363,3733234.054945055,20482398737824.742
364,3723006.0328767123,20464311950554.062
365,3718927.950819672,20414332198164.96
366,3713449.8528610356,20369568841744.25
367,3705350.527173913,20338206389552.605
368,3715568.7154471544,20321467320479.355
369,3709013.5081081083,20282294768329.004
370,3699016.1725067385,20264557988237.523
371,3702486.080645161,20214415515780.402
372,3705250.9705093834,20162927130878.633
373,3708428.727272727,20112647729599.684
374,3709639.952,20059420746135.324
375,3731240.5691489363,20181365542095.77
376,3722855.5066313,20154198293650.02
377,3713006.687830688,20137404591338.56
378,3703209.8416886544,20120506769869.94
379,3694035.6631578947,20099401271157.582
380,3686292.845144357,20069349528848.977
381,3707754.298429319,20192620970021.21
382,3716972.2140992167,20172304203942.664
383,3709606.1927083335,20140470178480.074
384,3699970.8571428573,20123764318602.12
385,3709230.8704663212,20104593469737.25
386,3699646.310077519,20088060320463.11
387,3690550.2783505153,20068255451605.414
388,3701056.4473007713,20059470802698.85
389,3698039.8615384614,20011452957677.844
390,3688581.964194373,19995117202306.625
391,3679172.3214285714,19978687014915.766
392,3670158.661577608,19959650679728.594
393,3669408.3654822335,19909084564539.906
394,3660118.729113924,19892641343879.19
395,3650876.01010101,19876109657034.582
396,3645323.20906801,19838158399857.86
397,3641041.6432160805,19795484286411.5
398,3668396.2155388473,20044307666864.58
399,3681413.34,20061849518492.105
400,3672232.763092269,20045492374631.74
401,3702212.472636816,20356814375311.66
402,3712612.5607940448,20349764752554.312
403,3716460.7376237623,20305251678204.004
404,3707284.296296296,20289095019799.805
405,3698153.0591133004,20272850562838.52
406,3708900.6486486485,20269930280467.273
407,3714771.2892156863,20234188495597.176
408,3735032.0391198043,20352488572894.246
409,3755168.156097561,20468966901987.625
410,3762347.0413625306,20440224050259.742
411,3756575.160194175,20404216765263.273
412,3765919.578692494,20390754366159.957
413,3756823.164251208,20375638408413.77
414,3755832.1686746986,20326829450495.605
415,3746803.735576923,20311758381914.32
416,3773868.3261390887,20568381229628.23
417,3768521.3157894737,20531007411627.082
418,3759527.2410501195,20515784495410.293
419,3783822.004761905,20714719737664.555
420,3791976.1852731593,20693391544164.46
421,3786940.142180095,20654941245203.297
422,3815397.6264775414,20948553305306.516
423,3807136.6933962265,20927964577145.867
424,3798178.7294117645,20912710345591.734
425,3794287.244131455,20869955166482.594
426,3786572.3231850117,20846379703621.57
427,3777725.196261682,20831059410508.105
428,3781443.5757575757,20788320213417.223
429,3772649.530232558,20773116742321.44
430,3768123.071925754,20733637851992.285
431,3760609.847222222,20709917735337.168
432,3769761.9815242495,20698246867418.066
433,3785222.594470046,20754184171458.496
434,3786672.4183908044,20707277835992.12
435,3790738.8211009176,20666884433554.473
436,3791937.0022883294,20620110696343.324
437,3804826.2328767125,20645691020482.844
438,3798590.332574032,20615625892298.965
439,3792041.7227272727,20587534556861.12
440,3783442.993197279,20573351429538.25
441,3808441.8009049776,20802923489963.547
442,3799844.8713318286,20788598940955.406
443,3791286.6666666665,20774191914031.855
444,3788006.148314607,20732192194797.656
445,3785388.2825112105,20688659535582.9
446,3776919.856823266,20674328669012.96
447,3768489.2366071427,20659919134489.78
448,3768265.3496659244,20613825749852.32
449,3769008.9955555554,20568164078941.098
450,3760651.9955654102,20553954639079.277
451,3758697.8053097343,20510106584797.684
452,3773534.803532009,20564452084656.16
453,3776278.1629955946,20522472756789.414
454,3781061.0285714287,20487677562721.098
455,3772769.23245614,20474001470510.668
456,3772282.2319474835,20429210730938.258
457,3787842.2358078603,20495395946639.848
458,3779589.860566449,20481904852810.992
459,3771373.3652173914,20468336932499.125
460,3778416.0260303686,20446705719744.844
461,3773734.7532467535,20412477192393.176
462,3778813.6112311017,20380237332998.246
463,3772778.2672413792,20353120916744.73
464,3783480.748387097,20362518974753.977
465,3778451.2918454935,20330516283193.816
466,3771822.7194860815,20307407598549.598
467,3771137.0256410255,20264142828095.74
468,3775156.498933902,20228420619252.312
469,3768681.4936170215,20204994734554.88
470,3760680.050955414,20192160256933.98
471,3752712.5127118644,20179252774555.66
472,3744778.66807611,20166273526675.406
473,3736878.299578059,20153223798743.418
474,3730353.1789473686,20130930618598.44
475,3726771.2016806724,20094657059135.195
476,3721650.670859539,20064948254764.188
477,3719019.6736401673,20026192159691.016
478,3712998.956158664,20001659649870.957
479,3731937.066666667,20132055505818.402
480,3733404.6694386695,20091149729162.773
481,3725659.020746888,20078297812608.734
482,3725048.8530020704,20036821416239.402
483,3719473.9214876033,20010379966841.59
484,3718197.53814433,19969826346482.43
485,3719261.75308642,19929201867772.242
486,3725094.8747433266,19904765604691.65
487,3717461.4877049183,19892328471724.72
488,3709859.3292433536,19879826189236.3
489,3702558.8530612243,19865287654667.58
490,3705679.7230142565,19829528507459.2
491,3703438.711382114,19791613391854.973
492,3707458.060851927,19759351034256.586
493,3705728.846153846,19720748365349.68
494,3706814.8161616162,19681411590874.582
495,3706113.189516129,19641895334273.3
496,3726568.9134808853,19810257750373.684
497,3731912.064257028,19784615608419.55
498,3735224.9539078157,19750364108308.85
499,3727754.508,19738688001347.05
500,3724667.7764471057,19703984109095.85
501,3728953.402390438,19673874827539.395
502,3740488.4453280317,19701611621259.945
503,3733066.845238095,19690203801840.23
504,3732898.8514851485,19651150189214.06
505,3729376.217391304,19618515949707.86
506,3722020.449704142,19607176589417.887
507,3725554.783464567,19574849346974.934
508,3718235.4263261296,19563584830329.355
509,3711882.2274509803,19545734696007.555
510,3704618.2739726026,19534372651304.9
511,3697382.6953125,19522949958630.965
512,3690175.3255360625,19511467586868.395
513,3687393.105058366,19477412282895.727
514,3687517.0058252425,19439526390650.992
515,3682017.0542635657,19417388462530.55
516,3691624.6034816247,19427479550757.277
517,3696421.7644787645,19401822827253.492
518,3695052.470134875,19365340678703.332
519,3706345.8384615383,19394348771005.402
520,3718984.011516315,19440267847308.426
521,3719776.908045977,19403282646842.594
522,3712689.2351816446,19392384568057.688
523,3706011.0305343512,19378675009535.492
524,3722947.504761905,19492285988930.63
525,3715869.661596958,19481508249536.54
526,3708818.679316888,19470671678646.668
527,3726923.375,19606793275627.96
528,3739617.9395085066,19654908588558.5
529,3734093.5358490567,19633928840877.21
530,3727061.3483992466,19623142523755.676
531,3720891.612781955,19606438372285.902
532,3722379.2082551597,19570763661994.78
533,3724116.1647940073,19535656618918.387
534,3718184.448598131,19517897104801.406
535,3726368.130597015,19517312395105.773
536,3720374.588454376,19500189906808.418
537,3713459.397769517,19489603789870.33
538,3732556.5788497217,19649952313809.39
539,3733991.9111111113,19614608498037.188
540,3727100.011090573,19603981721634.91
541,3727789.9446494463,19568003153037.312
542,3732396.2836095765,19543421394914.965
543,3736229.606617647,19515423561683.137
544,3729374.1431192663,19505163193291.21
545,3722543.791208791,19494846827170.918
546,3718621.458866545,19467557405480.766
547,3719723.98540146,19432633850498.637
548,3737530.3570127506,19571242551430.242
549,3737647.556363636,19535601212522.254
550,3733459.9818511796,19509744152534.25
551,3733220.695652174,19474367874762.41
552,3726469.8481012657,19464290613103.926
553,3730670.057761733,19438866516592.465
554,3725475.7153153154,19418752872248.926
555,3721418.2553956835,19392917545770.637
556,3716238.9802513467,19372979661965.293
557,3715016.2007168457,19339033044902.28
558,3708764.0751341684,19326226072123.414
559,3713061.0035714284,19301992829533.17
560,3711235.3725490198,19269394758156.14
561,3726779.8042704626,19370842159843.47
562,3730584.6394316163,19344524891017.39
563,3728470.343971631,19312686384866.555
564,3721871.284955752,19303048415761.043
565,3716026.0106007066,19288222381773.254
566,3726331.8835978834,19314365897695.336
567,3719771.4471830986,19304748097450.613
568,3728797.265377856,19317114674118.938
569,3726400.596491228,19286439531589.496
570,3719874.5113835377,19276922441043.688
571,3713371.255244755,19267353725533.777
572,3713718.059336824,19233738457172.78
573,3717071.202090592,19206625530462.41
574,3727926.8973913044,19240926029640.09
575,3732696.076388889,19220564708935.68
576,3726413.4038128247,19209971002383.426
577,3722765.3148788926,19184370501917.29
578,3716335.678756477,19175115537257.832
579,3709928.206896552,19165810197311.6
580,3704789.2185886404,19148109442652.973
581,3713450.817869416,19158815845366.043
582,3707081.2658662093,19149549923153.35
583,3711739.23630137,19129374219944.598
584,3714692.2769230767,19101719904785.09
585,3709131.232081911,19087189570886.453
586,3702812.442930153,19078054780585.848
587,3696961.0272108843,19065686406234.902
588,3696182.584040747,19033618688039.625
589,3689917.871186441,19024459055971.348
590,3683674.358714044,19015252245877.617
591,3681760.0844594594,18985246890171.46
592,3680414.0,18954251698790.09
593,3681819.572390572,18923461900278.902
594,3675631.643697479,18914387044911.035
595,3669464.4798657717,18905266369318.633
596,3672181.1926298155,18877952299093.19
597,3666062.769230769,18868717131182.414
598,3663276.8247078466,18841813223145.504
599,3657171.37,18832723721674.36
600,3668678.2861896837,18880913730042.94
601,3672400.8172757477,18857839957296.664
602,3678251.8275290215,18847157937306.28
603,3672162.009933775,18838302156188.36
604,3666092.3239669423,18829401772288.17
605,3662447.521452145,18806329252887.51
606,3668476.477759473,18797359132958.074
607,3662870.101973684,18785501811501.41
608,3656855.540229885,18776635150933.312
609,3658989.7803278686,18748581775998.855
610,3666644.7495908346,18753650112786.957
611,3677265.611111111,18791991993133.195
612,3684696.8319738987,18795137849535.938
613,3684284.3876221497,18764581387254.848
614,3682845.2715447154,18735293878660.613
615,3708829.50974026,19120741257090.3
616,3725145.3484602915,19253950560678.11
617,3722344.061488673,19227594381097.688
618,3716355.169628433,19218683333947.29
619,3714883.6548387096,19188977900838.902
620,3717983.152979066,19163993814379.117
621,3724743.70096463,19161562436596.72
622,3734105.871589085,19185362164893.152
623,3751128.7916666665,19335389641204.836
624,3745779.8784,19322285235565.703
625,3740200.9009584663,19310853822486.305
626,3736330.076555024,19289400330724.76
627,3730380.5095541403,19280865271124.6
628,3761110.7408585055,19844157592338.117
629,3759618.634920635,19814011471609.516
630,3753660.446909667,19804961162509.84
631,3751851.661392405,19775642253851.797
632,3745924.5687203794,19766589241299.906
633,3755125.280757098,19789032468713.125
634,3749211.7007874018,19780025705563.527
635,3764492.2075471696,19897378170810.38
636,3762235.293563579,19869337646891.797
637,3757988.5956112854,19849651569022.668
638,3753838.384976526,19829545557160.074
639,3747973.015625,19820531041371.547
640,3745214.352574103,19794439613811.4
641,3739380.6884735203,19785407363641.684
642,3744274.9175738725,19769991058776.5
643,3740798.664596273,19747026883492.56
644,3753825.8325581397,19825824881063.55
645,3748839.931888545,19811146214814.297
646,3743524.2163833077,19798760975685.242
647,3742342.364197531,19769065218577.684
648,3738203.5531587056,19749674614055.348
649,3734941.7292307694,19726159354415.594
650,3732614.7311827955,19699336529812.105
651,3742617.8282208587,19734316803884.887
652,3740924.722817764,19705921340480.32
653,3735418.899082569,19695569237417.086
654,3729715.978625954,19686756450760.48
655,3727232.56402439,19660746114384.383
656,3721559.4581430745,19651920438453.56
657,3715903.595744681,19643057456503.66
658,3710681.802731411,19631173819175.31
659,3707099.587878788,19609853774803.434
660,3705037.9334341907,19582951402135.984
661,3702587.824773414,19557299159387.47
662,3697003.230769231,19548433850009.566
663,3692390.6024096385,19533076522754.35
664,3692387.070676692,19503659247129.176
665,3697823.2192192194,19494011875741.535
666,3692472.632683658,19483836981414.934
667,3696253.0,19464172337784.797
668,3712994.8878923766,19622548907267.61
669,3716828.095522388,19603062375074.01
670,3711288.8614008944,19594392442953.64
671,3717132.101190476,19588135065072.75
672,3711608.8766716197,19579516598673.926
673,3706103.1335311574,19570854808128.28
674,3701453.5288888887,19556410637305.707
675,3704114.100591716,19532223338949.547
676,3698642.738552437,19523596055778.637
677,3698225.802359882,19494875517542.64
678,3710381.4609720176,19566451078473.613
679,3704925.0205882355,19557879972732.23
680,3699484.604992658,19549274705518.66
681,3694706.158357771,19536140470518.766
682,3706294.626647145,19599216947211.617
683,3708217.081871345,19573049118889.277
684,3702803.6321167885,19564507775199.914
685,3700381.714285714,19539970310563.246
686,3723207.0101892287,19869409358255.742
687,3717795.3779069767,19860635970615.598
688,3713857.015965167,19842455635876.594
689,3708474.6173913046,19833646164172.37
690,3703726.4052098407,19820480703015.547
691,3698374.205202312,19811620002420.4
692,3693037.448773449,19802727805388.82
693,3692338.2449567723,19774491727458.492
694,3688075.565467626,19758626676845.336
695,3682776.6091954024,19749739938725.77
696,3678643.7503586803,19733268999543.914
697,3674993.93982808,19714255418917.688
698,3669958.183118741,19703737333078.734
699,3671747.16,19677789174449.473
700,3675640.6333808843,19660304600669.73
701,3674618.1196581195,19632992482161.805
702,3674760.2873399714,19605039465193.523
703,3669540.460227273,19596333387529.566
704,3673125.2028368795,19577557204296.887
705,3667922.478753541,19568897866158.41
706,3681832.14427157,19677969388452.47
707,3676631.8220338984,19669283026928.74
708,3673234.335684062,19649685479396.465
709,3669064.4676056337,19634316169181.574
710,3668017.324894515,19607441819832.754
711,3662865.617977528,19598761085745.42
712,3657728.3618513322,19590051804466.766
713,3655221.731092437,19567062479190.92
714,3650109.5384615385,19558343806929.51
715,3646740.8268156424,19539114804124.5
716,3645105.4755927473,19513743063525.426
717,3663378.147632312,19726260653561.36
718,3664337.7079276773,19699448776465.22
719,3662966.7277777777,19673403679942.027
720,3662049.4618585296,19646686140813.06
721,3658417.4182825484,19628961359532.945
722,3655070.4343015216,19609873696621.348
723,3650836.914364641,19595726801437.402
724,3647202.6593103446,19578236542545.707
725,3657682.4490358126,19630965749042.047
726,3652651.2517193947,19622328363375.598
727,3677859.1703296704,20057937249279.445
728,3675632.0548696844,20034001009218.66
729,3671667.268493151,20017994783991.223
730,3666644.470588235,20009014905946.355
731,3661635.3961748634,20000009277514.336
732,3664772.993178718,19979902889933.203
733,3659917.9536784743,19969946591816.39
734,3663642.5768707483,19952936101285.37
735,3662674.684782609,19926478745356.28
736,3657704.9796472182,19917607128572.65
737,3667418.8265582654,19960218691947.82
738,3664757.163734777,19938407732957.176
739,3659804.791891892,19929576709204.645
740,3655661.0661268556,19915368162029.727
741,3656471.9676549863,19888979732206.03
742,3658659.8304172275,19865731727706.41
743,3653856.8279569894,19856157749780.684
744,3648952.324832215,19847389708129.586
745,3648483.36461126,19820912979646.92
746,3643599.186077644,19812163225563.688
747,3638728.0721925134,19803389276062.625
748,3641337.0947930575,19782012598908.285
749,3636740.8346666666,19771445572496.13
750,3631898.306258322,19762694656186.734
751,3635249.186170213,19744823237472.312
752,3637075.80876494,19721079245820.684
753,3635273.766578249,19697337739998.168
754,3631375.7165562916,19682686019342.203
755,3628771.8756613755,19661741907014.086
756,3623978.2589167766,19653129234350.02
757,3619197.2875989447,19644493499296.246
758,3620341.4229249014,19619570846603.316
